timestamp,open,high,low,close,volume,ma_5,ma_10,rsi,future_close,target
2025-03-25 18:34:00,223.75,223.96,223.75,223.96,56.0,223.948,223.95587,47.82608695652215,224.05,1
2025-03-25 18:35:00,223.95,223.95,223.95,223.95,10.0,223.93800000000002,223.94987,44.94382022471899,224.2,1
2025-03-25 18:36:00,223.9,223.95,223.9,223.95,140.0,223.946,223.954,53.333333333332064,224.12,1
2025-03-25 18:37:00,223.95,224.11,223.9,223.97,1171.0,223.948,223.961,41.66666666666785,224.05,1
2025-03-25 18:38:00,224.12,224.25,223.98,224.25,2302.0,224.016,223.98600000000002,58.82352941176451,224.03,0
2025-03-25 18:39:00,224.24,224.24,224.05,224.05,157.0,224.03399999999996,223.99099999999999,52.08333333333432,224.07,1
2025-03-25 18:40:00,224.13,224.2,224.06,224.2,1128.0,224.084,224.01100000000002,64.43937741647511,224.14,0
2025-03-25 18:41:00,224.17,224.17,224.06,224.12,375.0,224.118,224.032,60.18518518518502,224.14,1
2025-03-25 18:42:00,224.1,224.15,224.05,224.05,138.0,224.13400000000001,224.041,52.3809523809529,224.1,1
2025-03-25 18:43:00,224.12,224.12,224.03,224.03,61.0,224.09,224.05300000000003,51.40186915887853,224.1462,1
2025-03-25 18:44:00,224.07,224.14,224.07,224.07,61.0,224.094,224.064,53.153153153152815,224.1,1
2025-03-25 18:45:00,224.1,224.14,224.08,224.14,5.0,224.08200000000002,224.083,60.55045871559582,224.11,0
2025-03-25 18:46:00,224.14,224.15,224.14,224.14,112.0,224.086,224.102,58.65384615384518,224.1,0
2025-03-25 18:47:00,224.1365,224.14,224.1,224.1,152.0,224.096,224.115,59.22330097087392,224.1,0
2025-03-25 18:48:00,224.1,224.1462,224.1,224.1462,55.0,224.11924,224.10461999999998,59.0723055934512,224.08,0
2025-03-25 18:49:00,224.148,224.148,224.1,224.1,86.0,224.12524,224.10962,57.059487951807895,224.07,0
2025-03-25 18:50:00,224.1,224.15,224.1,224.11,44.0,224.11924,224.10062,57.45990302126217,224.06,0
2025-03-25 18:51:00,224.11,224.11,224.1,224.1,38.0,224.11124,224.09861999999998,56.118222891566234,224.07,0
2025-03-25 18:52:00,224.11,224.15,224.1,224.1,795.0,224.11124,224.10362,40.414110429447085,224.0113,0
2025-03-25 18:53:00,224.0988,224.15,224.07,224.08,309.0,224.098,224.10861999999997,52.49003984063771,224.07,0
2025-03-25 18:54:00,224.07,224.15,224.05,224.07,91.0,224.092,224.10861999999997,35.942906574395025,224.01,0
2025-03-25 18:55:00,224.07,224.07,224.0,224.06,25.0,224.08199999999997,224.10062,42.35474006116197,224.01,0
2025-03-25 18:56:00,224.07,224.1,224.0116,224.07,221.0,224.07600000000002,224.09362000000002,53.00842358603811,224.02,0
2025-03-25 18:57:00,224.0113,224.0113,224.0113,224.0113,1.0,224.05826000000002,224.08474999999999,47.48046348693124,224.08,1
2025-03-25 18:58:00,224.07,224.1465,224.06,224.07,26.0,224.05626,224.07712999999998,50.0,224.02,0
2025-03-25 18:59:00,224.07,224.1,224.01,224.01,114.0,224.04426000000004,224.06813000000002,32.885729331227054,224.02,1
2025-03-25 19:00:00,224.0001,224.0899,224.0,224.01,164.0,224.03426,224.05812999999998,32.885729331227054,224.0,0
2025-03-25 19:01:00,224.0,224.0788,224.0,224.02,162.0,224.02426,224.05013,38.56489422527439,224.0699,1
2025-03-25 19:02:00,224.08,224.08,224.08,224.08,1.0,224.038,224.04813,40.89658965896904,224.01,0
2025-03-25 19:03:00,224.07,224.08,224.02,224.02,20.0,224.02800000000002,224.04213,39.40116587175685,224.07,1
2025-03-25 19:04:00,224.02,224.08,224.01,224.02,422.0,224.03000000000003,224.03713,37.75176918889459,224.07,1
2025-03-25 19:05:00,224.01,224.02,224.0,224.0,211.0,224.02800000000002,224.03113,36.75145733969319,224.06,1
2025-03-25 19:06:00,224.06,224.07,224.06,224.0699,65.0,224.03798,224.03112000000002,46.63536776212771,224.07,1
2025-03-25 19:07:00,224.06,224.07,224.01,224.01,48.0,224.02398,224.03098999999997,42.81609195402079,224.07,1
2025-03-25 19:08:00,224.05,224.08,224.05,224.07,397.0,224.03398,224.03099000000003,50.0,224.08,1
2025-03-25 19:09:00,224.05,224.07,224.05,224.07,27.0,224.04398,224.03699,50.948406676782156,224.07,0
2025-03-25 19:10:00,224.08,224.08,224.0507,224.06,90.0,224.05598,224.04199,49.05159332321785,224.07,1
2025-03-25 19:11:00,224.0507,224.07,224.0507,224.07,92.0,224.05599999999998,224.04699,56.13375130616384,224.07,0
2025-03-25 19:12:00,224.06,224.07,224.05,224.07,305.0,224.06799999999998,224.04599000000002,50.0,224.07,0
2025-03-25 19:13:00,224.07,224.08,224.04,224.08,18.0,224.07,224.05199,59.46457544618937,224.07,0
2025-03-25 19:14:00,224.079,224.079,224.06,224.07,58.0,224.07,224.05698999999998,57.89889415481767,224.07,0
2025-03-25 19:15:00,224.05,224.07,224.0001,224.07,211.0,224.07200000000003,224.06399000000002,56.76041103298802,224.08,1
2025-03-25 19:16:00,224.07,224.15,224.001,224.07,450.0,224.07199999999997,224.064,48.386055519687126,224.08,1
2025-03-25 19:17:00,224.01,224.07,224.01,224.07,8.0,224.07200000000003,224.07,60.008006405119815,224.08,1
2025-03-25 19:18:00,224.076,224.076,224.02,224.07,56.0,224.07,224.07,60.008006405119815,224.01,0
2025-03-25 19:19:00,224.07,224.1,224.07,224.07,316.0,224.07,224.07,65.23063533507172,224.02,0
2025-03-25 19:20:00,224.07,224.13,224.07,224.08,20.0,224.07199999999997,224.07199999999997,52.97233666863456,224.0,0
2025-03-25 19:21:00,224.08,224.08,224.0001,224.08,29.0,224.074,224.073,81.81818181817947,224.0978,1
2025-03-25 19:22:00,224.08,224.08,224.0025,224.08,21.0,224.07600000000002,224.074,60.00000000001137,224.09,1
2025-03-25 19:23:00,224.01,224.08,224.01,224.01,153.0,224.06400000000002,224.067,25.000000000011838,224.06,1
2025-03-25 19:24:00,224.07,224.07,224.02,224.02,105.0,224.054,224.06199999999998,33.33333333334912,224.1,1
2025-03-25 19:25:00,224.0,224.07,224.0,224.0,63.0,224.038,224.055,23.076923076948304,224.05,1
2025-03-25 19:26:00,224.09,224.0978,224.0025,224.0978,155.0,224.04156000000003,224.05778,56.10184372256349,224.0986,1
2025-03-25 19:27:00,224.08,224.09,224.03,224.09,67.0,224.04356,224.05978,52.21631205673459,224.05,0
2025-03-25 19:28:00,224.1,224.1,224.06,224.06,202.0,224.05356,224.05877999999998,47.96416938111002,224.05,0
2025-03-25 19:29:00,224.09,224.1,224.05,224.1,205.0,224.06956,224.06178,55.25210084033498,224.1,0
2025-03-25 19:30:00,224.1,224.1,224.05,224.05,235.0,224.07956000000004,224.05878,47.020262216928124,224.1,1
2025-03-25 19:31:00,224.1,224.1,224.05,224.0986,6.0,224.07972,224.06064,53.722019781364885,224.06,0
2025-03-25 19:32:00,224.0999,224.0999,224.05,224.05,130.0,224.07172,224.05764,47.689463955640036,224.07,1
2025-03-25 19:33:00,224.1,224.14,224.05,224.05,93.0,224.06972000000002,224.06163999999998,47.689463955640036,224.1,1
2025-03-25 19:34:00,224.1,224.1,224.05,224.1,101.0,224.06972000000002,224.06964000000002,52.11505922165625,224.0701,0
2025-03-25 19:35:00,224.1,224.1,224.06,224.1,21.0,224.07972,224.07964,52.11505922165625,224.14,1
2025-03-25 19:36:00,224.0996,224.0996,224.05,224.06,17.0,224.07199999999997,224.07586,48.04992199687887,224.08,1
2025-03-25 19:37:00,224.0512,224.08,224.0501,224.07,55.0,224.07600000000002,224.07386000000002,56.625441696113796,224.1,1
2025-03-25 19:38:00,224.07,224.1,224.07,224.1,4.0,224.08599999999996,224.07786000000002,58.460236886632046,224.0711,0
2025-03-25 19:39:00,224.07,224.15,224.07,224.0701,449.0,224.08002000000002,224.07487,57.261238864719864,224.07,0
2025-03-25 19:40:00,224.15,224.15,224.08,224.14,142.0,224.08802,224.08387,54.63940193491504,224.15,1
2025-03-25 19:41:00,224.14,224.14,224.08,224.08,53.0,224.09202,224.08201,49.01380670611508,224.07,0
2025-03-25 19:42:00,224.15,224.15,224.1,224.1,512.0,224.09802,224.08701000000002,54.024144869215526,224.26,1
2025-03-25 19:43:00,224.08,224.15,224.0711,224.0711,48.0,224.09224,224.08912,47.0261370652397,224.26,1
2025-03-25 19:44:00,224.14,224.15,224.07,224.07,79.0,224.09222,224.08612,52.28832951944925,224.28,1
2025-03-25 19:45:00,224.15,224.15,224.15,224.15,27.0,224.09422,224.09112,55.486763450043775,224.2,1
2025-03-25 19:46:00,224.14,224.28,224.07,224.07,2326.0,224.09222,224.09211999999997,52.00080032012648,224.12,1
2025-03-25 19:47:00,224.08,224.33,224.08,224.26,161.0,224.12422,224.11111999999997,65.22180342128149,224.07,0
2025-03-25 19:48:00,224.1,224.33,224.1,224.26,83.0,224.16199999999998,224.12712000000002,62.5039074710854,224.07,0
2025-03-25 19:49:00,224.26,224.28,224.07,224.28,146.0,224.204,224.14811,63.64049712034081,224.1,0
2025-03-25 19:50:00,224.2,224.33,224.2,224.2,194.0,224.214,224.15411,60.00285795941627,224.145,0
2025-03-25 19:51:00,224.1999,224.2,224.0701,224.12,238.0,224.22400000000002,224.15811,53.247596778384846,224.15,1
2025-03-25 19:52:00,224.1969,224.1969,224.07,224.07,176.0,224.186,224.15511,48.1007850088629,224.15,1
2025-03-25 19:53:00,224.17,224.1934,224.07,224.07,113.0,224.148,224.15499999999997,49.99342018686647,224.1701,1
2025-03-25 19:54:00,224.07,224.14,224.07,224.1,17.0,224.112,224.158,47.22222222222277,224.24,1
